stamp,x,y,theta
1778594990.4931061,-1.3774515207910436,1.6752781598899371,-0.8637258207483826
1778594991.1320446,-1.3750934133889199,1.6735682009107637,-0.6924607319036601
1778594991.7824504,-1.3735038988801775,1.6755883064420494,-0.5178809040543022
1778594992.4213045,-1.3770367052381907,1.6762897310929916,-0.34891916968488557
1778594993.0722718,-1.3755311695340837,1.6730905966655456,-0.17823471881472033
1778594993.710763,-1.3691341326377893,1.6703480983511452,-0.012874021619846365
1778594994.362966,-1.3694080741221868,1.6657773331732242,0.15635588502165015
1778594995.0006363,-1.3702266963280645,1.6653023131269524,0.3242114241258967
1778594995.6513941,-1.369243871530074,1.6643020219783682,0.4922545252487401
1778594996.3025334,-1.3677054828582391,1.663735734543628,0.661764593277272
1778594996.941347,-1.3654171701538342,1.661991257644931,0.8299161709775873
1778594997.592197,-1.3620091315773175,1.657966956733067,0.9983447440044497
1778594998.231069,-1.3601257447795259,1.6548560939910741,1.1662960509803926
1778594998.881546,-1.358623653880682,1.6533578742719985,1.335147892821665
1778594999.5327582,-1.3625110461744303,1.6567910577321912,1.5096282395991631
1778595000.171207,-1.3674944983628985,1.659160931116334,1.6836368074661223
1778595000.8223157,-1.3729284266318862,1.6596768662462666,1.859163976630451
1778595001.4633384,-1.3753926604522784,1.6628074114977445,2.027430817495222
1778595002.1118693,-1.3781463274258083,1.6633856605794206,2.2018003566551703
1778595002.7634258,-1.3791286883865108,1.6610261561401545,2.3756095449229035
1778595003.4017992,-1.3739742047336274,1.6556966287182557,2.544167074345915
1778595004.0524204,-1.373646986951416,1.6591053558016424,2.713029881355862
1778595004.691319,-1.3750544152262552,1.6642822330628932,2.8815013430048424
1778595005.3420255,-1.3779589004662651,1.6675891237085663,3.05262125592105
1778595005.9805624,-1.3872716625841945,1.6725096724821262,-3.0634439279715675
1778595007.9214127,-1.4273903315634697,1.6803039736100316,-3.028170422702116
1778595009.9976275,-1.480072705631262,1.6788336206180343,-3.0245433841128975
1778595011.9257932,-1.5286184497833049,1.6741106307606297,-3.023450766151738
1778595013.8660684,-1.5814262479040928,1.6701489894220323,-3.0242922798423733
1778595015.9301004,-1.6391005826784275,1.6669934109240094,-3.023801219580807
1778595017.8700175,-1.6968277908690739,1.662933365737055,-3.021677030523279
1778595019.934061,-1.7566818647023348,1.65934212900384,-3.021743370800046
1778595021.8737042,-1.8144359635459697,1.6578586057091251,-3.0219767617641558
1778595023.9371138,-1.874956240863861,1.6544581881296965,-3.017342690947833
1778595025.8673017,-1.9299966981182677,1.6504572831768831,-3.0153699867100774
1778595027.9309947,-1.9846692713531475,1.646868933302689,-3.023531107471014
1778595029.8697803,-2.037389471308899,1.6422155270397436,-3.0274892049706326
1778595031.933047,-2.0945432090639122,1.6379074661212443,-3.034041063568227
1778595033.9968872,-2.1528093856297983,1.6342944886789788,-3.044604890721276
1778595035.2861717,-2.172852283227717,1.634360817549842,3.0707840593098013
1778595037.2144003,-2.226726791715405,1.6382320090286175,3.0426597747597097
1778595039.1554701,-2.279052898236683,1.6410260199777338,3.0384978022380396
1778595040.7027557,-2.2784100786888892,1.641060464343752,-3.097377730525467
1778595041.3534126,-2.275545368260344,1.6410752325007558,-2.929491727101374
1778595041.9924855,-2.27151396710909,1.6433950338669594,-2.7613428096299635
1778595042.6430643,-2.272927547226317,1.6419892262296958,-2.589835005443535
1778595043.2817292,-2.2764829070112627,1.6408397441246416,-2.419640412607157
1778595043.9328158,-2.278665541636257,1.641270595060901,-2.247977370694749
1778595044.5712557,-2.283158309210341,1.6380791206554273,-2.0789974861028253
1778595045.2229574,-2.2918035220249706,1.6324068363199589,-1.9035056307883103
1778595045.8614347,-2.296046808477667,1.63052989837436,-1.7373829179906752
1778595046.512184,-2.3027929113379217,1.6279941249087044,-1.5695965379476489
1778595047.1506824,-2.300379117039791,1.6267233698160288,-1.3988268792536729
1778595047.8013868,-2.3049107141822556,1.6202981694188061,-1.2286351528371453
1778595048.4401412,-2.30284769600499,1.6136560243503058,-1.0571883246002514
1778595049.0916016,-2.3061249825806702,1.6129738246335732,-0.8855463944430485
1778595049.7303426,-2.303289609279472,1.6166932845168995,-0.7118119818227373
1778595050.3806615,-2.293456425802127,1.6211980120138727,-0.5467989350772181
1778595051.019955,-2.300292019537825,1.6205415441377864,-0.36760379878010496
1778595051.6703613,-2.3010357298201116,1.6211778210102576,-0.19347866335675393
1778595052.3090062,-2.2982907689357357,1.6244715079879113,-0.02375199527075725
1778595052.960113,-2.2937146079104664,1.6273096906847506,0.14748339564544155
1778595053.5987015,-2.2890241978898525,1.629784908541571,0.3124689706641261
1778595054.249873,-2.2835674619035045,1.6322565803016449,0.4800148841562497
1778595054.8887448,-2.284582270672936,1.6353191638796014,0.6458266768516702
1778595055.5392914,-2.2864465543475845,1.6374011784110143,0.8153676496224369
1778595056.1780791,-2.2876806335372852,1.632634545584364,0.9833588037830309
1778595056.8295062,-2.283858326491645,1.635049498798724,1.1531877818483798
1778595057.4676044,-2.2797858801865956,1.636141909518267,1.3184456622737384
1778595058.1189575,-2.2783011403358087,1.637120335461905,1.4838432125680296
1778595058.757518,-2.2759618919246174,1.6380599595305825,1.651194278631549
1778595059.4079835,-2.276051536361995,1.639255199528621,1.822435325876131
1778595060.0468805,-2.2767614153260527,1.639255589521538,1.9937552498325792
